metabolite,sample_id,flux,description
xyluglc_m,s20011_0036,1.31e-05,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0036,1e-06,4-Aminobenzoate
gthrd_m,s20011_0036,1e-06,Reduced glutathione
cellul_m,s20011_0036,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0036,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0036,0.000266987,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0036,0.000128235,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0036,0.000166277,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0036,0.000176323,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0036,0.000470195,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0036,0.000306649,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0036,0.000470195,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0036,0.0005465859239990323,Ubiquinone-8
pydx_m,s20011_0036,2.773743623709648e-05,Pyridoxal
ptrc_m,s20011_0036,1.6340581668358295e-05,Putrescine
spmd_m,s20011_0036,0.0005629265056512622,Spermidine
thm_m,s20011_0036,0.0005629265056796839,Thiamin
pheme_m,s20011_0036,0.0005629265056672494,Protoheme
sheme_m,s20011_0036,1.634058166821717e-05,Siroheme
fe2_m,s20011_0036,0.0005743233602384379,Fe2+
fe3_m,s20011_0036,0.0006980169813015635,Fe3+
fol_m,s20011_0036,4.902174501060817e-05,Folate
pnto_R_m,s20011_0036,5.5474872477034864e-05,(R)-Pantothenate
pydam_m,s20011_0036,6.184681053238567e-05,Pyridoxamine
k_m,s20011_0036,0.0006361701707698973,potassium
cl_m,s20011_0036,0.0006361701707658453,Chloride
mn2_m,s20011_0036,0.0006361701707717771,Mn2+
ca2_m,s20011_0036,0.0006361701707708508,calcium(2+)
cobalt2_m,s20011_0036,0.0006361701707658453,Co2+
zn2_m,s20011_0036,0.0006361701707698973,Zinc
cu2_m,s20011_0036,0.0006361701707698973,Cu2+
mg2_m,s20011_0036,0.0006361701707698973,magnesium
met_L_m,s20011_0036,0.018,L-methionine
pro_L_m,s20011_0036,0.018,L-proline
glu_L_m,s20011_0036,0.018,L-glutamate(1-)
val_L_m,s20011_0036,1e-06,L-valine
leu_L_m,s20011_0036,0.015,L-leucine
ile_L_m,s20011_0036,0.0009328711297257779,L-isoleucine
trp_L_m,s20011_0036,0.008182,L-tryptophan
adn_m,s20011_0036,1e-06,Adenosine
dad_2_m,s20011_0036,0.0017365378874432584,2-deoxyadenosine
nmn_m,s20011_0036,0.1,NMN
gam_m,s20011_0036,0.1,D-Glucosamine
26dap_M_m,s20011_0036,0.059512019949764856,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0036,0.1,N-acetylneuraminate
orn_m,s20011_0036,0.1,Ornithine
amp_m,s20011_0036,0.1,AMP
cgly_m,s20011_0036,0.1,L-cysteinylglycine
acgam_m,s20011_0036,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0036,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0036,0.1,Deoxycytidine
metsox_S_L_m,s20011_0036,0.1,L-Methionine Sulfoxide
cytd_m,s20011_0036,0.030388692728257588,Cytidine
glyc3p_m,s20011_0036,0.1,Glycerol 3-phosphate
tyr_L_m,s20011_0036,0.021689357670745937,L-tyrosine
ser_L_m,s20011_0019,1e-06,L-serine
csn_m,s20011_0019,1e-06,cytosine
dgsn_m,s20011_0019,1e-06,Deoxyguanosine
phe_L_m,s20011_0019,1e-06,L-phenylalanine
pi_m,s20011_0019,1e-06,hydrogenphosphate
strch1_m,s20011_0019,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0019,1e-06,Guanine
ala_L_m,s20011_0019,1e-06,L-alanine
cys_L_m,s20011_0019,1e-06,L-cysteine
no2_m,s20011_0019,1e-06,Nitrite
ade_m,s20011_0019,1e-06,Adenine
ncam_m,s20011_0019,1e-06,Nicotinamide
asn_L_m,s20011_0019,0.0225,L-asparagine
gln_L_m,s20011_0019,0.018,L-glutamine
arg_L_m,s20011_0019,0.015,L-argininium(1+)
his_L_m,s20011_0019,0.015,L-histidine
gsn_m,s20011_0019,1e-06,Guanosine
ala_D_m,s20011_0019,1e-06,D-alanine
lys_L_m,s20011_0019,1e-06,L-lysinium(1+)
asp_L_m,s20011_0019,1e-06,L-aspartate(1-)
thr_L_m,s20011_0019,1e-06,L-threonine
gly_m,s20011_0019,1e-06,Glycine
indole_m,s20011_0019,1e-06,Indole
pydxn_m,s20011_0019,1e-06,Pyridoxine
hxan_m,s20011_0019,1e-06,Hypoxanthine
so4_m,s20011_0019,1e-06,sulfate
ocdcea_m,s20011_0019,1e-06,octadecenoate (n-C18:1)
mqn7_m,s20011_0019,1.777228038690737e-05,Menaquinone 7
mqn8_m,s20011_0019,1e-06,Menaquinone 8
gthox_m,s20011_0019,1e-06,Oxidized glutathione
12dgr180_m,s20011_0019,1e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0019,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0019,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0019,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0019,1e-06,pectins
xylan_m,s20011_0019,1e-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0019,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0019,1e-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0019,1e-06,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0019,1e-06,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0019,1e-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0019,1e-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0019,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0019,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0019,1e-06,4-Aminobenzoate
gthrd_m,s20011_0019,1e-06,Reduced glutathione
cellul_m,s20011_0019,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0019,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0019,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0019,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0019,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0019,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0019,1e-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0019,1e-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0019,1e-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0019,1e-06,Ubiquinone-8
pydx_m,s20011_0019,3.438859222368845e-05,Pyridoxal
ptrc_m,s20011_0019,0.00021897772772630047,Putrescine
spmd_m,s20011_0019,0.00021897772770119642,Spermidine
thm_m,s20011_0019,0.0002189777277257221,Thiamin
pheme_m,s20011_0019,0.0002037328786812509,Protoheme
sheme_m,s20011_0019,0.00020373287865815826,Siroheme
fe2_m,s20011_0019,0.0030403199329118503,Fe2+
fe3_m,s20011_0019,3.4388592233369764e-05,Fe3+
fol_m,s20011_0019,0.0006569331831593665,Folate
pnto_R_m,s20011_0019,5.1004904041640486e-05,(R)-Pantothenate
pydam_m,s20011_0019,0.0014940795301523898,Pyridoxamine
k_m,s20011_0019,0.0015284681223775658,potassium
cl_m,s20011_0019,0.0015284681223775658,Chloride
mn2_m,s20011_0019,0.001528468122342197,Mn2+
ca2_m,s20011_0019,0.0015284681223580834,calcium(2+)
cobalt2_m,s20011_0019,0.0015284681223777842,Co2+
zn2_m,s20011_0019,0.0015284681223783508,Zinc
cu2_m,s20011_0019,0.0015284681223777842,Cu2+
mg2_m,s20011_0019,0.001528468122377784,magnesium
met_L_m,s20011_0019,0.018,L-methionine
pro_L_m,s20011_0019,0.018,L-proline
glu_L_m,s20011_0019,1e-06,L-glutamate(1-)
val_L_m,s20011_0019,1e-06,L-valine
leu_L_m,s20011_0019,0.015,L-leucine
ile_L_m,s20011_0019,1e-06,L-isoleucine
trp_L_m,s20011_0019,0.008182,L-tryptophan
adn_m,s20011_0019,0.0953066973068677,Adenosine
dad_2_m,s20011_0019,1e-06,2-deoxyadenosine
nmn_m,s20011_0019,0.1,NMN
gam_m,s20011_0019,0.1,D-Glucosamine
26dap_M_m,s20011_0019,0.08821769015490488,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0019,0.1,N-acetylneuraminate
orn_m,s20011_0019,0.1,Ornithine
amp_m,s20011_0019,0.1,AMP
cgly_m,s20011_0019,0.1,L-cysteinylglycine
acgam_m,s20011_0019,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0019,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0019,0.1,Deoxycytidine
metsox_S_L_m,s20011_0019,0.1,L-Methionine Sulfoxide
cytd_m,s20011_0019,0.1,Cytidine
glyc3p_m,s20011_0019,0.052046510049971406,Glycerol 3-phosphate
tyr_L_m,s20011_0019,0.04200106201604676,L-tyrosine
ser_L_m,s20011_0004,1e-06,L-serine
csn_m,s20011_0004,1e-06,cytosine
dgsn_m,s20011_0004,0.03126779622651554,Deoxyguanosine
phe_L_m,s20011_0004,0.0021490781183657478,L-phenylalanine
pi_m,s20011_0004,1e-06,hydrogenphosphate
strch1_m,s20011_0004,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0004,1e-06,Guanine
ala_L_m,s20011_0004,1e-06,L-alanine
cys_L_m,s20011_0004,1e-06,L-cysteine
no2_m,s20011_0004,1e-06,Nitrite
ade_m,s20011_0004,1e-06,Adenine
ncam_m,s20011_0004,1e-06,Nicotinamide
asn_L_m,s20011_0004,0.0225,L-asparagine
gln_L_m,s20011_0004,0.018,L-glutamine
arg_L_m,s20011_0004,0.015,L-argininium(1+)
his_L_m,s20011_0004,0.015,L-histidine
gsn_m,s20011_0004,1e-06,Guanosine
ala_D_m,s20011_0004,1e-06,D-alanine
lys_L_m,s20011_0004,1e-06,L-lysinium(1+)
asp_L_m,s20011_0004,1e-06,L-aspartate(1-)
thr_L_m,s20011_0004,1e-06,L-threonine
gly_m,s20011_0004,1e-06,Glycine
indole_m,s20011_0004,1e-06,Indole
pydxn_m,s20011_0004,1e-06,Pyridoxine
hxan_m,s20011_0004,1e-06,Hypoxanthine
so4_m,s20011_0004,1e-06,sulfate
ocdcea_m,s20011_0004,1e-06,octadecenoate (n-C18:1)
mqn7_m,s20011_0004,1e-06,Menaquinone 7
mqn8_m,s20011_0004,1e-06,Menaquinone 8
gthox_m,s20011_0004,5.769930978516413e-05,Oxidized glutathione
12dgr180_m,s20011_0004,1e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0004,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0004,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0004,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0004,1e-06,pectins
xylan_m,s20011_0004,1e-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0004,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0004,1e-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0004,1e-06,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0004,1e-06,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0004,1e-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0004,1e-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0004,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0004,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0004,1e-06,4-Aminobenzoate
gthrd_m,s20011_0004,1e-06,Reduced glutathione
cellul_m,s20011_0004,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0004,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0004,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0004,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0004,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0004,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0004,1e-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0004,1e-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0004,1e-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0004,1e-06,Ubiquinone-8
pydx_m,s20011_0004,0.0003153580695182539,Pyridoxal
ptrc_m,s20011_0004,0.0003296638415123571,Putrescine
spmd_m,s20011_0004,0.00044506246107688834,Spermidine
thm_m,s20011_0004,0.00044506246107545167,Thiamin
pheme_m,s20011_0004,0.0002545973147590686,Protoheme
sheme_m,s20011_0004,0.0002545973147718428,Siroheme
fe2_m,s20011_0004,0.00067620860792528,Fe2+
fe3_m,s20011_0004,0.002502514395960276,Fe3+
fol_m,s20011_0004,0.0013351873832050387,Folate
pnto_R_m,s20011_0004,0.001121619976725441,(R)-Pantothenate
pydam_m,s20011_0004,0.0012740034324174587,Pyridoxamine
k_m,s20011_0004,0.0015893615019392984,potassium
cl_m,s20011_0004,0.0015893615019415973,Chloride
mn2_m,s20011_0004,0.0015893615019528795,Mn2+
ca2_m,s20011_0004,0.001589361501935116,calcium(2+)
cobalt2_m,s20011_0004,0.0015893615019395128,Co2+
zn2_m,s20011_0004,0.001589361501940445,Zinc
cu2_m,s20011_0004,0.0015893615019395126,Cu2+
mg2_m,s20011_0004,0.0015893615019395126,magnesium
met_L_m,s20011_0004,0.018,L-methionine
pro_L_m,s20011_0004,0.018,L-proline
glu_L_m,s20011_0004,0.018,L-glutamate(1-)
val_L_m,s20011_0004,0.018,L-valine
leu_L_m,s20011_0004,0.015,L-leucine
ile_L_m,s20011_0004,0.015,L-isoleucine
trp_L_m,s20011_0004,0.008182,L-tryptophan
adn_m,s20011_0004,1e-06,Adenosine
dad_2_m,s20011_0004,1e-06,2-deoxyadenosine
nmn_m,s20011_0004,0.1,NMN
gam_m,s20011_0004,0.1,D-Glucosamine
26dap_M_m,s20011_0004,0.08925989961457467,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0004,0.1,N-acetylneuraminate
orn_m,s20011_0004,0.1,Ornithine
amp_m,s20011_0004,0.1,AMP
cgly_m,s20011_0004,0.1,L-cysteinylglycine
acgam_m,s20011_0004,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0004,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0004,0.1,Deoxycytidine
metsox_S_L_m,s20011_0004,0.1,L-Methionine Sulfoxide
cytd_m,s20011_0004,0.1,Cytidine
glyc3p_m,s20011_0004,0.05905815735969355,Glycerol 3-phosphate
tyr_L_m,s20011_0004,0.053933724362454555,L-tyrosine
ser_L_m,s20011_0016,1e-06,L-serine
csn_m,s20011_0016,1e-06,cytosine
dgsn_m,s20011_0016,0.0291801637076059,Deoxyguanosine
phe_L_m,s20011_0016,1e-06,L-phenylalanine
pi_m,s20011_0016,1e-06,hydrogenphosphate
strch1_m,s20011_0016,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0016,1e-06,Guanine
ala_L_m,s20011_0016,1e-06,L-alanine
cys_L_m,s20011_0016,1e-06,L-cysteine
no2_m,s20011_0016,1e-06,Nitrite
ade_m,s20011_0016,1e-06,Adenine
ncam_m,s20011_0016,1e-06,Nicotinamide
asn_L_m,s20011_0016,0.0225,L-asparagine
gln_L_m,s20011_0016,0.018,L-glutamine
arg_L_m,s20011_0016,0.015,L-argininium(1+)
his_L_m,s20011_0016,0.015,L-histidine
gsn_m,s20011_0016,1e-06,Guanosine
ala_D_m,s20011_0016,1e-06,D-alanine
lys_L_m,s20011_0016,1e-06,L-lysinium(1+)
asp_L_m,s20011_0016,1e-06,L-aspartate(1-)
thr_L_m,s20011_0016,1e-06,L-threonine
gly_m,s20011_0016,1e-06,Glycine
indole_m,s20011_0016,1e-06,Indole
pydxn_m,s20011_0016,0.0016460068959473502,Pyridoxine
hxan_m,s20011_0016,1e-06,Hypoxanthine
so4_m,s20011_0016,1e-06,sulfate
ocdcea_m,s20011_0016,0.00031397813622738606,octadecenoate (n-C18:1)
mqn7_m,s20011_0016,1.2275163721042759e-05,Menaquinone 7
mqn8_m,s20011_0016,1e-06,Menaquinone 8
gthox_m,s20011_0016,1.582679107059448e-05,Oxidized glutathione
12dgr180_m,s20011_0016,1e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0016,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0016,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0016,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0016,1e-06,pectins
xylan_m,s20011_0016,1e-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0016,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0016,1e-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0016,1e-06,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0016,1e-06,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0016,1e-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0016,1e-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0016,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0016,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0016,1e-06,4-Aminobenzoate
gthrd_m,s20011_0016,1e-06,Reduced glutathione
cellul_m,s20011_0016,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0016,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0016,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0016,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0016,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0016,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0016,1e-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0016,1e-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0016,1e-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0016,1.2608984937045875e-05,Ubiquinone-8
pydx_m,s20011_0016,1e-06,Pyridoxal
ptrc_m,s20011_0016,0.0005406224886925777,Putrescine
spmd_m,s20011_0016,0.00058488505578147,Spermidine
thm_m,s20011_0016,0.0005848850557458027,Thiamin
pheme_m,s20011_0016,0.0005514101460697418,Protoheme
sheme_m,s20011_0016,0.0005326635792854972,Siroheme
fe2_m,s20011_0016,0.001733203752451118,Fe2+
fe3_m,s20011_0016,0.002333174185893405,Fe3+
fol_m,s20011_0016,0.0017168282123887922,Folate
pnto_R_m,s20011_0016,0.0033414597801062484,(R)-Pantothenate
pydam_m,s20011_0016,0.00034943120474828504,Pyridoxamine
k_m,s20011_0016,0.002033188969163842,potassium
cl_m,s20011_0016,0.002033188969173253,Chloride
mn2_m,s20011_0016,0.0020331889691820103,Mn2+
ca2_m,s20011_0016,0.002033188969177898,calcium(2+)
cobalt2_m,s20011_0016,0.002033188969174802,Co2+
zn2_m,s20011_0016,0.002033188969176681,Zinc
cu2_m,s20011_0016,0.0020331889691774393,Cu2+
mg2_m,s20011_0016,0.0020331889691774393,magnesium
met_L_m,s20011_0016,0.018,L-methionine
pro_L_m,s20011_0016,0.018,L-proline
glu_L_m,s20011_0016,0.018,L-glutamate(1-)
val_L_m,s20011_0016,0.018,L-valine
leu_L_m,s20011_0016,0.015,L-leucine
ile_L_m,s20011_0016,0.015,L-isoleucine
trp_L_m,s20011_0016,0.008182,L-tryptophan
adn_m,s20011_0016,1e-06,Adenosine
dad_2_m,s20011_0016,1e-06,2-deoxyadenosine
nmn_m,s20011_0016,0.1,NMN
gam_m,s20011_0016,0.1,D-Glucosamine
26dap_M_m,s20011_0016,0.0925514954217816,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0016,0.1,N-acetylneuraminate
orn_m,s20011_0016,0.1,Ornithine
amp_m,s20011_0016,0.1,AMP
cgly_m,s20011_0016,0.1,L-cysteinylglycine
acgam_m,s20011_0016,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0016,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0016,0.1,Deoxycytidine
metsox_S_L_m,s20011_0016,0.1,L-Methionine Sulfoxide
cytd_m,s20011_0016,0.1,Cytidine
glyc3p_m,s20011_0016,0.08613376062710021,Glycerol 3-phosphate
tyr_L_m,s20011_0016,0.06902507808424542,L-tyrosine
ser_L_m,s20011_0025,1e-06,L-serine
csn_m,s20011_0025,1e-06,cytosine
dgsn_m,s20011_0025,0.05618818265946679,Deoxyguanosine
phe_L_m,s20011_0025,1e-06,L-phenylalanine
pi_m,s20011_0025,1e-06,hydrogenphosphate
strch1_m,s20011_0025,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0025,1e-06,Guanine
ala_L_m,s20011_0025,1e-06,L-alanine
cys_L_m,s20011_0025,1e-06,L-cysteine
no2_m,s20011_0025,1e-06,Nitrite
ade_m,s20011_0025,1e-06,Adenine
ncam_m,s20011_0025,1e-06,Nicotinamide
asn_L_m,s20011_0025,0.0225,L-asparagine
gln_L_m,s20011_0025,0.018,L-glutamine
arg_L_m,s20011_0025,0.015,L-argininium(1+)
his_L_m,s20011_0025,0.015,L-histidine
gsn_m,s20011_0025,1e-06,Guanosine
ala_D_m,s20011_0025,1e-06,D-alanine
lys_L_m,s20011_0025,1e-06,L-lysinium(1+)
asp_L_m,s20011_0025,0.0225,L-aspartate(1-)
thr_L_m,s20011_0025,0.0225,L-threonine
gly_m,s20011_0025,1e-06,Glycine
indole_m,s20011_0025,1e-06,Indole
pydxn_m,s20011_0025,1e-06,Pyridoxine
hxan_m,s20011_0025,1e-06,Hypoxanthine
so4_m,s20011_0025,1e-06,sulfate
ocdcea_m,s20011_0025,1e-06,octadecenoate (n-C18:1)
mqn7_m,s20011_0025,1e-06,Menaquinone 7
mqn8_m,s20011_0025,1e-06,Menaquinone 8
gthox_m,s20011_0025,3.396234000696552e-06,Oxidized glutathione
12dgr180_m,s20011_0025,1e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0025,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0025,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0025,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0025,1e-06,pectins
xylan_m,s20011_0025,1e-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0025,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0025,1e-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
